Group/Country,Item,Month,Year,Value_USD
EU,"Iron, Steel",3,2020,5706350
EU,"Motor vehicles, assembled",3,2020,8218120
EU,Ores and other minerals,3,2020,427750
EU,"Other Machinery, instrument, accessory",3,2020,259532180
EU,Other base metal products,3,2020,1274200
EU,Other base metals,3,2020,1680040
EU,Other means of transort and equipments,3,2020,17446860
EU,Other petroleum products,3,2020,1633790
EU,Other preparations for foodstuff,3,2020,5298810
EU,Paper,3,2020,6533770
EU,Paper products,3,2020,294960
EU,Parts and accessories for motor,3,2020,8220770
EU,Pharmaceutical products,3,2020,140752570
EU,Plastic materials,3,2020,20337640
EU,"Precious stones, precious metals and their products",3,2020,6297350
EU,Rubber,3,2020,1857070
EU,"Sweets, cookies and cereal preparations",3,2020,662340
EU,Telephones and their parts,3,2020,53740
EU,Textile fibrics,3,2020,14103380
EU,Waste iron and steel,3,2020,80070
EU,Wood and wooden products,3,2020,11797950
EU,Animal fodder and materials,4,2020,20024120
EU,"Aromatic substance, cosmetic and cleaning preparations",4,2020,4571020
EU,Articles of iron and steel,4,2020,15884970
EU,Articles of plastics,4,2020,11360200
EU,Articles of rubber,4,2020,2527750
EU,Auxiliary materials for cigarettes,4,2020,677490
EU,Auxiliary materials for medicaments,4,2020,3472210
EU,"Auxiliary materials for textile, garment, leather, footwear",4,2020,12968200
EU,Chemical products,4,2020,44599850
EU,Chemicals,4,2020,16479660
EU,"Computers, electronical products and parts",4,2020,346011040
EU,Dairy products,4,2020,18481980
EU,Domestic electrical appliances and parts,4,2020,787540
EU,Electrical wire and cable,4,2020,1166920
EU,Fertilizers,4,2020,2830620
EU,"Fibres, not spun",4,2020,3247740
EU,Fishery products,4,2020,2840740
EU,Glass and glassware,4,2020,92370
EU,Insecticides and materials,4,2020,5353900
EU,"Iron, Steel",4,2020,4535250
EU,"Motor vehicles, assembled",4,2020,6437250
EU,Ores and other minerals,4,2020,266810
EU,"Other Machinery, instrument, accessory",4,2020,230279880
EU,Other base metal products,4,2020,1398010
EU,Other base metals,4,2020,2990340
EU,Other means of transort and equipments,4,2020,2308280
EU,Other petroleum products,4,2020,1661380
EU,Other preparations for foodstuff,4,2020,6061330
EU,Paper,4,2020,6776190
EU,Paper products,4,2020,312330
EU,Parts and accessories for motor,4,2020,11510780
EU,Pharmaceutical products,4,2020,153858970
EU,Plastic materials,4,2020,19439240
EU,"Precious stones, precious metals and their products",4,2020,4840220
EU,Rubber,4,2020,1487390
EU,"Sweets, cookies and cereal preparations",4,2020,1181950
EU,Telephones and their parts,4,2020,0
EU,Textile fibrics,4,2020,9684010
EU,Waste iron and steel,4,2020,0
EU,Wood and wooden products,4,2020,14469520
EU,Animal fodder and materials,5,2020,21054190
EU,"Aromatic substance, cosmetic and cleaning preparations",5,2020,6150550
EU,Articles of iron and steel,5,2020,12064100
EU,Articles of plastics,5,2020,10320280
EU,Articles of rubber,5,2020,2978540
EU,Auxiliary materials for cigarettes,5,2020,937800
EU,Auxiliary materials for medicaments,5,2020,3453970
EU,"Auxiliary materials for textile, garment, leather, footwear",5,2020,19026270
EU,Chemical products,5,2020,45127000
EU,Chemicals,5,2020,20986070
EU,"Computers, electronical products and parts",5,2020,353017620
EU,Dairy products,5,2020,20053950
EU,Domestic electrical appliances and parts,5,2020,857570
EU,Electrical wire and cable,5,2020,1494170
EU,Fertilizers,5,2020,4636670
EU,"Fibres, not spun",5,2020,1426820
EU,Fishery products,5,2020,4164740
EU,Glass and glassware,5,2020,121290
EU,Insecticides and materials,5,2020,5922830
EU,"Iron, Steel",5,2020,7418480
EU,"Motor vehicles, assembled",5,2020,7324090
EU,Ores and other minerals,5,2020,726160
EU,"Other Machinery, instrument, accessory",5,2020,235916870
EU,Other base metal products,5,2020,1396170
EU,Other base metals,5,2020,1388470
EU,Other means of transort and equipments,5,2020,4474760
EU,Other petroleum products,5,2020,1756120
EU,Other preparations for foodstuff,5,2020,6332560
EU,Paper,5,2020,6818260
EU,Paper products,5,2020,567870
EU,Parts and accessories for motor,5,2020,8185730
EU,Pharmaceutical products,5,2020,142871500
EU,Plastic materials,5,2020,20916650
EU,"Precious stones, precious metals and their products",5,2020,2155060
EU,Rubber,5,2020,2161100
EU,"Sweets, cookies and cereal preparations",5,2020,860630
EU,Telephones and their parts,5,2020,0
EU,Textile fibrics,5,2020,11018420
EU,Waste iron and steel,5,2020,0
EU,Wood and wooden products,5,2020,12305580
EU,Animal fodder and materials,6,2020,28507000
EU,"Aromatic substance, cosmetic and cleaning preparations",6,2020,6262960
EU,Articles of iron and steel,6,2020,13681970
EU,Articles of plastics,6,2020,9092520
EU,Articles of rubber,6,2020,2789960
EU,Auxiliary materials for cigarettes,6,2020,532930
EU,Auxiliary materials for medicaments,6,2020,4137310
EU,"Auxiliary materials for textile, garment, leather, footwear",6,2020,23394120
EU,Chemical products,6,2020,49013460
EU,Chemicals,6,2020,12596870
EU,"Computers, electronical products and parts",6,2020,277035520
EU,Dairy products,6,2020,25457610
EU,Domestic electrical appliances and parts,6,2020,1400330
EU,Electrical wire and cable,6,2020,1566060
EU,Fertilizers,6,2020,2077969
EU,"Fibres, not spun",6,2020,2117900
EU,Fishery products,6,2020,3067470
EU,Glass and glassware,6,2020,153750
EU,Insecticides and materials,6,2020,7299140
EU,"Iron, Steel",6,2020,9652800
EU,"Motor vehicles, assembled",6,2020,2284660
EU,Ores and other minerals,6,2020,854240
EU,"Other Machinery, instrument, accessory",6,2020,250578860
EU,Other base metal products,6,2020,1016720
EU,Other base metals,6,2020,5298510
EU,Other means of transort and equipments,6,2020,7551790
EU,Other petroleum products,6,2020,2046320
EU,Other preparations for foodstuff,6,2020,9582190
EU,Paper,6,2020,7094460
EU,Paper products,6,2020,838300
EU,Parts and accessories for motor,6,2020,8562500
EU,Pharmaceutical products,6,2020,183621540
EU,Plastic materials,6,2020,14036190
EU,"Precious stones, precious metals and their products",6,2020,2358540
EU,Rubber,6,2020,1498370
EU,"Sweets, cookies and cereal preparations",6,2020,1264030
EU,Telephones and their parts,6,2020,0
EU,Textile fibrics,6,2020,13132310
EU,Waste iron and steel,6,2020,102800
EU,Wood and wooden products,6,2020,17070450
EU,Animal fodder and materials,7,2020,25584840
EU,"Aromatic substance, cosmetic and cleaning preparations",7,2020,5406730
EU,Articles of iron and steel,7,2020,17034610
EU,Articles of plastics,7,2020,14626340
EU,Articles of rubber,7,2020,3831040
EU,Auxiliary materials for cigarettes,7,2020,516480
EU,Auxiliary materials for medicaments,7,2020,3003630
EU,"Auxiliary materials for textile, garment, leather, footwear",7,2020,20679650
EU,Chemical products,7,2020,40851870
EU,Chemicals,7,2020,15698510
EU,"Computers, electronical products and parts",7,2020,206934710
EU,Dairy products,7,2020,19647590
EU,Domestic electrical appliances and parts,7,2020,1367120
EU,Electrical wire and cable,7,2020,9016180
EU,Fertilizers,7,2020,1994420
EU,"Fibres, not spun",7,2020,1455250
EU,Fishery products,7,2020,2601980
EU,Glass and glassware,7,2020,97090
EU,Insecticides and materials,7,2020,7897950
EU,"Iron, Steel",7,2020,6630560
EU,"Motor vehicles, assembled",7,2020,2193580
EU,Ores and other minerals,7,2020,152750
EU,"Other Machinery, instrument, accessory",7,2020,273775010
EU,Other base metal products,7,2020,807180
EU,Other base metals,7,2020,4175240
EU,Other means of transort and equipments,7,2020,6384290
EU,Other petroleum products,7,2020,1726310
EU,Other preparations for foodstuff,7,2020,5345280
EU,Paper,7,2020,6869240
EU,Paper products,7,2020,598450
EU,Parts and accessories for motor,7,2020,6903880
EU,Pharmaceutical products,7,2020,160675380
EU,Plastic materials,7,2020,12701150
EU,"Precious stones, precious metals and their products",7,2020,5608620
EU,Rubber,7,2020,1109640
EU,"Sweets, cookies and cereal preparations",7,2020,522169
EU,Telephones and their parts,7,2020,0
EU,Textile fibrics,7,2020,12983170
EU,Waste iron and steel,7,2020,88680
EU,Wood and wooden products,7,2020,16300070
EU,Animal fodder and materials,8,2020,26412190
EU,"Aromatic substance, cosmetic and cleaning preparations",8,2020,6143300
EU,Articles of iron and steel,8,2020,17081990
EU,Articles of plastics,8,2020,10255060
EU,Articles of rubber,8,2020,3396800
EU,Auxiliary materials for cigarettes,8,2020,555290
EU,Auxiliary materials for medicaments,8,2020,2375720
EU,"Auxiliary materials for textile, garment, leather, footwear",8,2020,21703470
EU,Chemical products,8,2020,40277320
EU,Chemicals,8,2020,14410820
EU,"Computers, electronical products and parts",8,2020,343555450
EU,Dairy products,8,2020,18780840
EU,Domestic electrical appliances and parts,8,2020,964840
EU,Electrical wire and cable,8,2020,1840670
EU,Fertilizers,8,2020,4138750
EU,"Fibres, not spun",8,2020,5225900
EU,Fishery products,8,2020,3243940
EU,Glass and glassware,8,2020,367200
EU,Insecticides and materials,8,2020,7488140
EU,"Iron, Steel",8,2020,8125600
EU,"Motor vehicles, assembled",8,2020,8980260
EU,Ores and other minerals,8,2020,849790
EU,"Other Machinery, instrument, accessory",8,2020,301346110
EU,Other base metal products,8,2020,974950
EU,Other base metals,8,2020,6049900
EU,Other means of transort and equipments,8,2020,7428600
EU,Other petroleum products,8,2020,1788720
EU,Other preparations for foodstuff,8,2020,7880960
EU,Paper,8,2020,6893620
EU,Paper products,8,2020,355820
EU,Parts and accessories for motor,8,2020,8469230
EU,Pharmaceutical products,8,2020,125293140
EU,Plastic materials,8,2020,17038870
EU,"Precious stones, precious metals and their products",8,2020,1614140
EU,Rubber,8,2020,1593800
EU,"Sweets, cookies and cereal preparations",8,2020,1053710
EU,Telephones and their parts,8,2020,49980
EU,Textile fibrics,8,2020,8946960
EU,Waste iron and steel,8,2020,0
EU,Wood and wooden products,8,2020,14655050
EU,Animal fodder and materials,9,2020,25352100
EU,"Aromatic substance, cosmetic and cleaning preparations",9,2020,5546490
EU,Articles of iron and steel,9,2020,22774290
EU,Articles of plastics,9,2020,10949510
EU,Articles of rubber,9,2020,2951800
EU,Auxiliary materials for cigarettes,9,2020,761800
EU,Auxiliary materials for medicaments,9,2020,1671950
EU,"Auxiliary materials for textile, garment, leather, footwear",9,2020,21122290
EU,Chemical products,9,2020,37947360
EU,Chemicals,9,2020,18731290
EU,"Computers, electronical products and parts",9,2020,360100050
EU,Dairy products,9,2020,12961500
EU,Domestic electrical appliances and parts,9,2020,1613450
EU,Electrical wire and cable,9,2020,2023340
EU,Fertilizers,9,2020,2614560
EU,"Fibres, not spun",9,2020,2392070
EU,Fishery products,9,2020,2072159
EU,Glass and glassware,9,2020,248430
EU,Insecticides and materials,9,2020,6521900
EU,"Iron, Steel",9,2020,8462310
EU,"Motor vehicles, assembled",9,2020,1805320
EU,Ores and other minerals,9,2020,173080
EU,"Other Machinery, instrument, accessory",9,2020,250923580
EU,Other base metal products,9,2020,1099340
EU,Other base metals,9,2020,10935220
EU,Other means of transort and equipments,9,2020,3610250
EU,Other petroleum products,9,2020,2527150
EU,Other preparations for foodstuff,9,2020,4440930
EU,Paper,9,2020,5413720
EU,Paper products,9,2020,517390
EU,Parts and accessories for motor,9,2020,4843450
EU,Pharmaceutical products,9,2020,135034330
EU,Plastic materials,9,2020,15130360
EU,"Precious stones, precious metals and their products",9,2020,3312580
EU,Rubber,9,2020,1910050
EU,"Sweets, cookies and cereal preparations",9,2020,1030750
EU,Telephones and their parts,9,2020,0
EU,Textile fibrics,9,2020,9675820
EU,Waste iron and steel,9,2020,0
EU,Wood and wooden products,9,2020,12608370
EU,Animal fodder and materials,10,2020,28591590
EU,"Aromatic substance, cosmetic and cleaning preparations",10,2020,6761990
EU,Articles of iron and steel,10,2020,16108210
EU,Articles of plastics,10,2020,11191090
EU,Articles of rubber,10,2020,3212250
EU,Auxiliary materials for cigarettes,10,2020,1197620
EU,Auxiliary materials for medicaments,10,2020,1805860
EU,"Auxiliary materials for textile, garment, leather, footwear",10,2020,22994540
EU,Chemical products,10,2020,36761800
EU,Chemicals,10,2020,12781180
EU,"Computers, electronical products and parts",10,2020,375816520
EU,Dairy products,10,2020,11175610
EU,Domestic electrical appliances and parts,10,2020,878390
EU,Electrical wire and cable,10,2020,1825280
EU,Fertilizers,10,2020,4777110
EU,"Fibres, not spun",10,2020,1400400
EU,Fishery products,10,2020,3086190
EU,Glass and glassware,10,2020,303000
EU,Insecticides and materials,10,2020,4437910
EU,"Iron, Steel",10,2020,7511230
EU,"Motor vehicles, assembled",10,2020,1784750
EU,Ores and other minerals,10,2020,331890
EU,"Other Machinery, instrument, accessory",10,2020,269717370
EU,Other base metal products,10,2020,1907040
EU,Other base metals,10,2020,2309460
EU,Other means of transort and equipments,10,2020,20639080
EU,Other petroleum products,10,2020,2251890
EU,Other preparations for foodstuff,10,2020,8576650
EU,Paper,10,2020,4163020
EU,Paper products,10,2020,665730
EU,Parts and accessories for motor,10,2020,6956560
EU,Pharmaceutical products,10,2020,153789370
EU,Plastic materials,10,2020,16308110
EU,"Precious stones, precious metals and their products",10,2020,4502440
EU,Rubber,10,2020,2766030
EU,"Sweets, cookies and cereal preparations",10,2020,1089630
EU,Telephones and their parts,10,2020,0
EU,Textile fibrics,10,2020,10473950
EU,Waste iron and steel,10,2020,0
EU,Wood and wooden products,10,2020,12859860
EU,Animal fodder and materials,11,2020,25904810
EU,"Aromatic substance, cosmetic and cleaning preparations",11,2020,6836690
EU,Articles of iron and steel,11,2020,16486779
EU,Articles of plastics,11,2020,9289250
EU,Articles of rubber,11,2020,3189260
EU,Auxiliary materials for cigarettes,11,2020,202860
EU,Auxiliary materials for medicaments,11,2020,3771940
EU,"Auxiliary materials for textile, garment, leather, footwear",11,2020,21343210
EU,Chemical products,11,2020,39166210
EU,Chemicals,11,2020,11108600
EU,"Computers, electronical products and parts",11,2020,406961050
EU,Dairy products,11,2020,9095210
EU,Domestic electrical appliances and parts,11,2020,1357100
EU,Electrical wire and cable,11,2020,1895200
EU,Fertilizers,11,2020,2798900
EU,"Fibres, not spun",11,2020,1291350
EU,Fishery products,11,2020,2905080
EU,Glass and glassware,11,2020,466920
EU,Insecticides and materials,11,2020,4737320
EU,"Iron, Steel",11,2020,7770480
EU,"Motor vehicles, assembled",11,2020,3156480
EU,Ores and other minerals,11,2020,232280
EU,"Other Machinery, instrument, accessory",11,2020,251880360
EU,Other base metal products,11,2020,1359820
EU,Other base metals,11,2020,4426390
EU,Other means of transort and equipments,11,2020,15396830
EU,Other petroleum products,11,2020,1919040
EU,Other preparations for foodstuff,11,2020,6172410
EU,Paper,11,2020,5239080
EU,Paper products,11,2020,332430
EU,Parts and accessories for motor,11,2020,7247080
EU,Pharmaceutical products,11,2020,148642270
EU,Plastic materials,11,2020,15930260
EU,"Precious stones, precious metals and their products",11,2020,2671500
EU,Rubber,11,2020,2055010
EU,"Sweets, cookies and cereal preparations",11,2020,1135120
EU,Telephones and their parts,11,2020,35520
EU,Textile fibrics,11,2020,11164400
EU,Waste iron and steel,11,2020,295620
EU,Wood and wooden products,11,2020,12691450
EU,Animal fodder and materials,12,2020,29944880
EU,"Aromatic substance, cosmetic and cleaning preparations",12,2020,7421440
EU,Articles of iron and steel,12,2020,14514700
EU,Articles of plastics,12,2020,10995520
EU,Articles of rubber,12,2020,4600920
EU,Auxiliary materials for cigarettes,12,2020,470250
EU,Auxiliary materials for medicaments,12,2020,1792530
EU,"Auxiliary materials for textile, garment, leather, footwear",12,2020,25091520
EU,Chemical products,12,2020,47750810
EU,Chemicals,12,2020,16045420
EU,"Computers, electronical products and parts",12,2020,437192690
EU,Dairy products,12,2020,11187320
EU,Domestic electrical appliances and parts,12,2020,1928020
EU,Electrical wire and cable,12,2020,2784850
EU,Fertilizers,12,2020,2146090
EU,"Fibres, not spun",12,2020,4426230
EU,Fishery products,12,2020,3185090
EU,Glass and glassware,12,2020,491690
EU,Insecticides and materials,12,2020,7420600
EU,"Iron, Steel",12,2020,8041210
EU,"Motor vehicles, assembled",12,2020,4561350
EU,Ores and other minerals,12,2020,660910
EU,"Other Machinery, instrument, accessory",12,2020,309054670
EU,Other base metal products,12,2020,1639740
EU,Other base metals,12,2020,6062510
EU,Other means of transort and equipments,12,2020,58325930
EU,Other petroleum products,12,2020,2159930
EU,Other preparations for foodstuff,12,2020,7222030
EU,Paper,12,2020,6472450
EU,Paper products,12,2020,677350
EU,Parts and accessories for motor,12,2020,11320020
EU,Pharmaceutical products,12,2020,163840440
EU,Plastic materials,12,2020,20587640
EU,"Precious stones, precious metals and their products",12,2020,4267810
EU,Rubber,12,2020,2740040
EU,"Sweets, cookies and cereal preparations",12,2020,1834890
EU,Telephones and their parts,12,2020,0
EU,Textile fibrics,12,2020,13329390
EU,Waste iron and steel,12,2020,16336180
EU,Wood and wooden products,12,2020,15632590
India,Animal fodder and materials,1,2020,4747860
India,Articles of iron and steel,1,2020,2895650
India,Articles of plastics,1,2020,1083590
India,Articles of rubber,1,2020,602840
India,Auxiliary materials for cigarettes,1,2020,0
India,Auxiliary materials for medicaments,1,2020,3869060
India,"Auxiliary materials for textile, garment, leather, footwear",1,2020,6356520
India,Chemical products,1,2020,7745300
India,Chemicals,1,2020,9264350
India,"Computers, electronical products and parts",1,2020,3648830
India,Cotton,1,2020,10474160
India,Fertilizers,1,2020,135850
India,"Fibres, not spun",1,2020,9700690
India,Fishery products,1,2020,20518550
India,Fresh and pocessed vegetables and fruit,1,2020,481410
India,Insecticides and materials,1,2020,4899110
India,"Iron, Steel",1,2020,95948840
India,Maize,1,2020,170430
India,"Motor vehicles, assembled",1,2020,7200000
India,Ores and other minerals,1,2020,2234020
India,"Other Machinery, instrument, accessory",1,2020,28814600
India,Other base metals,1,2020,10312930
India,Other petroleum products,1,2020,511790
India,Paper,1,2020,2602820
India,Parts and accessories for motor,1,2020,21707410
India,Pharmaceutical products,1,2020,15183570
India,Plastic materials,1,2020,6533260
India,"Precious stones, precious metals and their products",1,2020,10428750
India,Textile fibrics,1,2020,3531980
India,Vegetable oil and fat,1,2020,366540
India,Animal fodder and materials,2,2020,9475420
India,Articles of iron and steel,2,2020,2042840
India,Articles of plastics,2,2020,1955230
India,Articles of rubber,2,2020,882540
India,Auxiliary materials for cigarettes,2,2020,0
India,Auxiliary materials for medicaments,2,2020,5485030
India,"Auxiliary materials for textile, garment, leather, footwear",2,2020,8957170
India,Chemical products,2,2020,10981130
India,Chemicals,2,2020,14989080
India,"Computers, electronical products and parts",2,2020,4329600
India,Cotton,2,2020,15618650
India,Fertilizers,2,2020,16760
India,"Fibres, not spun",2,2020,12668050
India,Fishery products,2,2020,19116500
India,Fresh and pocessed vegetables and fruit,2,2020,1107990
India,Insecticides and materials,2,2020,6809930
India,"Iron, Steel",2,2020,46190230
India,Maize,2,2020,25860
India,"Motor vehicles, assembled",2,2020,23890
India,Ores and other minerals,2,2020,2539990
India,"Other Machinery, instrument, accessory",2,2020,25538750
India,Other base metals,2,2020,9158460
India,Other petroleum products,2,2020,707960
India,Paper,2,2020,3929730
India,Parts and accessories for motor,2,2020,14003230
India,Pharmaceutical products,2,2020,24762080
India,Plastic materials,2,2020,10547570
India,"Precious stones, precious metals and their products",2,2020,14765120
India,Textile fibrics,2,2020,4675640
India,Vegetable oil and fat,2,2020,505440
India,Animal fodder and materials,3,2020,9094050
India,Articles of iron and steel,3,2020,1929110
India,Articles of plastics,3,2020,1137810
India,Articles of rubber,3,2020,689810
India,Auxiliary materials for cigarettes,3,2020,151180
India,Auxiliary materials for medicaments,3,2020,4366400
India,"Auxiliary materials for textile, garment, leather, footwear",3,2020,7530610
India,Chemical products,3,2020,10241280
India,Chemicals,3,2020,14427740
India,"Computers, electronical products and parts",3,2020,2859080
India,Cotton,3,2020,9127730
India,Fertilizers,3,2020,107190
India,"Fibres, not spun",3,2020,12487000
India,Fishery products,3,2020,21395110
India,Fresh and pocessed vegetables and fruit,3,2020,2280040
India,Insecticides and materials,3,2020,3694860
India,"Iron, Steel",3,2020,75736000
India,Maize,3,2020,0
India,"Motor vehicles, assembled",3,2020,282960
India,Ores and other minerals,3,2020,1950470
India,"Other Machinery, instrument, accessory",3,2020,24481130
India,Other base metals,3,2020,8243809
India,Other petroleum products,3,2020,510820
India,Paper,3,2020,4513240
India,Parts and accessories for motor,3,2020,15539370
India,Pharmaceutical products,3,2020,23466810
India,Plastic materials,3,2020,11597090
India,"Precious stones, precious metals and their products",3,2020,9082120
India,Textile fibrics,3,2020,4912550
India,Vegetable oil and fat,3,2020,688190
India,Animal fodder and materials,4,2020,5179590
India,Articles of iron and steel,4,2020,778060
India,Articles of plastics,4,2020,822170
India,Articles of rubber,4,2020,272750
India,Auxiliary materials for cigarettes,4,2020,658570
India,Auxiliary materials for medicaments,4,2020,7633010
India,"Auxiliary materials for textile, garment, leather, footwear",4,2020,2402630
India,Chemical products,4,2020,8789320
India,Chemicals,4,2020,8805590
India,"Computers, electronical products and parts",4,2020,4265810
India,Cotton,4,2020,5438120
India,Fertilizers,4,2020,647600
India,"Fibres, not spun",4,2020,8600750
India,Fishery products,4,2020,11252980
India,Fresh and pocessed vegetables and fruit,4,2020,2034200
India,Insecticides and materials,4,2020,6230180
India,"Iron, Steel",4,2020,17501490
India,Maize,4,2020,20700
India,"Motor vehicles, assembled",4,2020,617000
India,Ores and other minerals,4,2020,2152840
India,"Other Machinery, instrument, accessory",4,2020,10700590
India,Other base metals,4,2020,13302890
India,Other petroleum products,4,2020,289970
India,Paper,4,2020,1823610
India,Parts and accessories for motor,4,2020,2658730
India,Pharmaceutical products,4,2020,16131630
India,Plastic materials,4,2020,10250390
India,"Precious stones, precious metals and their products",4,2020,5022160
India,Textile fibrics,4,2020,3412460
India,Vegetable oil and fat,4,2020,211040
India,Animal fodder and materials,5,2020,9499810
India,Articles of iron and steel,5,2020,522640
India,Articles of plastics,5,2020,664940
India,Articles of rubber,5,2020,376870
India,Auxiliary materials for cigarettes,5,2020,645510
India,Auxiliary materials for medicaments,5,2020,5586380
India,"Auxiliary materials for textile, garment, leather, footwear",5,2020,3255880
India,Chemical products,5,2020,7099140
India,Chemicals,5,2020,10531760
India,"Computers, electronical products and parts",5,2020,15620300
India,Cotton,5,2020,3870430
India,Fertilizers,5,2020,268290
India,"Fibres, not spun",5,2020,5258280
India,Fishery products,5,2020,22852630
India,Fresh and pocessed vegetables and fruit,5,2020,2491040
India,Insecticides and materials,5,2020,4371370
India,"Iron, Steel",5,2020,92650280
India,Maize,5,2020,50320
India,"Motor vehicles, assembled",5,2020,0
India,Ores and other minerals,5,2020,3060180
India,"Other Machinery, instrument, accessory",5,2020,11067460
India,Other base metals,5,2020,5575010
India,Other petroleum products,5,2020,216080
India,Paper,5,2020,1656300
India,Parts and accessories for motor,5,2020,1759250
India,Pharmaceutical products,5,2020,17826050
India,Plastic materials,5,2020,8408470
India,"Precious stones, precious metals and their products",5,2020,2983370
India,Textile fibrics,5,2020,587400
India,Vegetable oil and fat,5,2020,626560
India,Animal fodder and materials,6,2020,7801500
India,Articles of iron and steel,6,2020,1286600
India,Articles of plastics,6,2020,2367040
India,Articles of rubber,6,2020,530740
India,Auxiliary materials for cigarettes,6,2020,369800
India,Auxiliary materials for medicaments,6,2020,6343740
India,"Auxiliary materials for textile, garment, leather, footwear",6,2020,6286780
India,Chemical products,6,2020,9152780
India,Chemicals,6,2020,13745830
India,"Computers, electronical products and parts",6,2020,13411190
India,Cotton,6,2020,3828130
India,Fertilizers,6,2020,515620
India,"Fibres, not spun",6,2020,8672600
India,Fishery products,6,2020,17716170
India,Fresh and pocessed vegetables and fruit,6,2020,3124650
India,Insecticides and materials,6,2020,6551190
India,"Iron, Steel",6,2020,156154220
India,Maize,6,2020,266440
India,"Motor vehicles, assembled",6,2020,7966700
India,Ores and other minerals,6,2020,3330780
India,"Other Machinery, instrument, accessory",6,2020,23399870
India,Other base metals,6,2020,6589180
India,Other petroleum products,6,2020,2715460
India,Paper,6,2020,4167240
India,Parts and accessories for motor,6,2020,10295340
India,Pharmaceutical products,6,2020,32049140
India,Plastic materials,6,2020,16233020
India,"Precious stones, precious metals and their products",6,2020,7845150
India,Textile fibrics,6,2020,1951180
India,Vegetable oil and fat,6,2020,337420
India,Animal fodder and materials,7,2020,9299900
India,Articles of iron and steel,7,2020,1853450
India,Articles of plastics,7,2020,2222290
India,Articles of rubber,7,2020,959890
India,Auxiliary materials for cigarettes,7,2020,551550
India,Auxiliary materials for medicaments,7,2020,5797620
India,"Auxiliary materials for textile, garment, leather, footwear",7,2020,5271160
India,Chemical products,7,2020,10713600
India,Chemicals,7,2020,10853040
India,"Computers, electronical products and parts",7,2020,6310180
India,Cotton,7,2020,13701770
India,Fertilizers,7,2020,509480
India,"Fibres, not spun",7,2020,11844560
India,Fishery products,7,2020,24160360
India,Fresh and pocessed vegetables and fruit,7,2020,3996620
India,Insecticides and materials,7,2020,9436960
India,"Iron, Steel",7,2020,192757570
India,Maize,7,2020,58020
India,"Motor vehicles, assembled",7,2020,1500000
India,Ores and other minerals,7,2020,3186350
India,"Other Machinery, instrument, accessory",7,2020,24273100
India,Other base metals,7,2020,9007390
India,Other petroleum products,7,2020,768190
India,Paper,7,2020,5438610
India,Parts and accessories for motor,7,2020,14756410
India,Pharmaceutical products,7,2020,27278360
India,Plastic materials,7,2020,12971010
India,"Precious stones, precious metals and their products",7,2020,5126860
India,Textile fibrics,7,2020,2267810
India,Vegetable oil and fat,7,2020,287320
India,Animal fodder and materials,8,2020,8166010
India,Articles of iron and steel,8,2020,1948200
India,Articles of plastics,8,2020,1584930
India,Articles of rubber,8,2020,686330
India,Auxiliary materials for cigarettes,8,2020,1505760
India,Auxiliary materials for medicaments,8,2020,4884100
India,"Auxiliary materials for textile, garment, leather, footwear",8,2020,4037270
India,Chemical products,8,2020,8935170
India,Chemicals,8,2020,12219000
India,"Computers, electronical products and parts",8,2020,4620920
India,Cotton,8,2020,13721030
India,Fertilizers,8,2020,111750
India,"Fibres, not spun",8,2020,10957170
India,Fishery products,8,2020,24464960
India,Fresh and pocessed vegetables and fruit,8,2020,2630600
India,Insecticides and materials,8,2020,7655230
India,"Iron, Steel",8,2020,155807420
India,Maize,8,2020,34500
India,"Motor vehicles, assembled",8,2020,2499990
India,Ores and other minerals,8,2020,2371450
India,"Other Machinery, instrument, accessory",8,2020,62503760
India,Other base metals,8,2020,4697600
India,Other petroleum products,8,2020,452530
India,Paper,8,2020,4784820
India,Parts and accessories for motor,8,2020,18866910
India,Pharmaceutical products,8,2020,15706620
India,Plastic materials,8,2020,23884400
India,"Precious stones, precious metals and their products",8,2020,4747660
India,Textile fibrics,8,2020,1890730
India,Vegetable oil and fat,8,2020,447610
India,Animal fodder and materials,9,2020,5332310
India,Articles of iron and steel,9,2020,2397600
India,Articles of plastics,9,2020,2287940
India,Articles of rubber,9,2020,887880
India,Auxiliary materials for cigarettes,9,2020,252110
India,Auxiliary materials for medicaments,9,2020,5793770
India,"Auxiliary materials for textile, garment, leather, footwear",9,2020,6856630
India,Chemical products,9,2020,8226059
India,Chemicals,9,2020,10416990
India,"Computers, electronical products and parts",9,2020,1756990
India,Cotton,9,2020,13014430
India,Fertilizers,9,2020,110810
India,"Fibres, not spun",9,2020,10088950
India,Fishery products,9,2020,27358040
India,Fresh and pocessed vegetables and fruit,9,2020,2552460
India,Insecticides and materials,9,2020,6483130
India,"Iron, Steel",9,2020,76019310
India,Maize,9,2020,0
India,"Motor vehicles, assembled",9,2020,6499100
India,Ores and other minerals,9,2020,4711760
India,"Other Machinery, instrument, accessory",9,2020,27574740
India,Other base metals,9,2020,7657660
India,Other petroleum products,9,2020,513760
India,Paper,9,2020,4585610
India,Parts and accessories for motor,9,2020,18525250
India,Pharmaceutical products,9,2020,16599369
India,Plastic materials,9,2020,19190950
India,"Precious stones, precious metals and their products",9,2020,3386060
India,Textile fibrics,9,2020,3127240
India,Vegetable oil and fat,9,2020,485050
India,Animal fodder and materials,10,2020,8038770
